t_abs_unix,t_rel_s,exg_status,exg_ch1_24bit,exg_ch2_24bit,device_timestamp,emg_ch1_filtered,emg_ch1_envelope,emg_cycle_peak,emg_X
1756958126.9974196,0.16727852821350098,128,1314705,732695,13359440,641941.1360214422,174765.52395316254,0,
1756958126.9974196,0.16727852821350098,128,1311595,733480,13359472,640201.1717622712,175932.3587469703,0,
1756958126.9974196,0.16727852821350098,128,1302175,734115,13359504,635059.6908381061,177083.37876100198,0,
1756958126.9984238,0.16828274726867676,128,1279005,737875,13359536,555277.367638584,186393.55528005442,0,
1756958126.9984238,0.16828274726867676,128,1245655,738460,13359568,540381.9249171697,187280.9947107043,0,
1756958126.9984238,0.16828274726867676,128,1134325,746910,13359600,503200.73229578516,188072.99709298872,0,
1756958126.999424,0.1692829132080078,128,818270,796705,13359632,167973.94998318655,187580.1575830156,0,
1756958126.9999278,0.16978669166564941,128,625115,823840,13359664,-10129.281515457551,185361.48420510712,0,
1756958126.9999278,0.16978669166564941,128,424640,837345,13359696,-80960.83223004628,185099.7545464655,0,
1756958126.9999278,0.16978669166564941,128,354810,829615,13359728,-150473.8415009427,185012.9483031125,0,
1756958126.9999278,0.16978669166564941,128,185140,819115,13359760,-240515.2471941473,185152.09109070778,0,
1756958126.9999278,0.16978669166564941,128,181950,790090,13359792,-309874.9938188119,185464.7680916485,0,
1756958127.0009325,0.1707913875579834,128,180395,755840,13359824,-446302.9894872119,191888.91724756992,0,
1756958127.0009325,0.1707913875579834,128,421280,728155,13359856,-403099.5526552468,192418.41669475666,0,
1756958127.0009325,0.1707913875579834,128,760960,705940,13359888,-294791.0125553737,192675.0620706424,0,
1756958127.0009325,0.1707913875579834,128,1213910,671800,13359920,-111996.83992145496,192472.8039128297,0,
1756958127.0019317,0.17179059982299805,128,1197640,701200,13359952,310778.43315322587,195371.0236430103,0,
1756958127.0019317,0.17179059982299805,128,1241130,713590,13359984,351970.73810237704,195763.61496340373,0,
1756958127.0019317,0.17179059982299805,128,1278760,722125,13360016,390913.5469755139,196252.85065420828,0,
1756958127.0019317,0.17179059982299805,128,1303730,728255,13360048,425262.03461668466,196826.97058938467,0,
1756958127.0019317,0.17179059982299805,128,1312100,731340,13360080,452365.79783440364,197467.59963488617,0,
1756958127.002933,0.1727919578552246,128,1320340,730190,13360112,483332.3289530445,204485.30702727553,0,
1756958127.002933,0.1727919578552246,128,1300160,733310,13360144,479998.17016108654,205176.01044967,0,
1756958127.002933,0.1727919578552246,128,1291720,735890,13360176,474280.88123791805,205850.6492056332,0,
1756958127.002933,0.1727919578552246,128,1261765,737890,13360208,462060.9506010414,206492.96161897623,0,
1756958127.002933,0.1727919578552246,128,1214945,739515,13360240,441196.77340417344,207081.3578346924,0,
1756958127.0039322,0.17379117012023926,128,963215,776345,13360272,191243.18481855173,206693.35849924135,0,
1756958127.0039322,0.17379117012023926,128,686680,819280,13360304,111263.22543636718,206454.1176929997,0,
1756958127.0039322,0.17379117012023926,128,493270,831180,13360336,7279.435447037933,205954.79206037105,0,
1756958127.0049322,0.1747910976409912,128,391990,831960,13360368,-301134.6622700089,208288.11127112477,0,
1756958127.0049322,0.1747910976409912,128,286535,825000,13360400,-347013.56249627686,208635.8922888404,0,
1756958127.0049322,0.1747910976409912,128,115905,809170,13360432,-418530.3072348491,209162.0920063261,0,
1756958127.0049322,0.1747910976409912,128,191845,766250,13360464,-455915.4371645243,209780.696081829,0,
1756958127.0049322,0.1747910976409912,128,296515,743905,13360496,-460666.12446565676,210409.65918011253,0,
1756958127.0059319,0.17579078674316406,128,540705,716955,13360528,-273470.7727288788,211955.2326652019,0,
1756958127.0059319,0.17579078674316406,128,1063825,681555,13360560,-144430.41996010864,211785.94975513575,0,
1756958127.0059319,0.17579078674316406,128,1210600,686575,13360592,-12735.848164973868,211286.9364428988,0,
1756958127.0359838,0.2058427333831787,128,1220615,709385,13360624,95669.51355846022,161537.58544668075,0,
1756958127.0374868,0.20734572410583496,128,1262845,720240,13360656,112989.4276786751,159770.4655677121,0,
1756958127.0829494,0.2528083324432373,128,1293080,724250,13360688,22645.346257250247,86644.74939882968,0,
1756958127.0839493,0.25380825996398926,128,1309815,728525,13360720,31299.14177394127,85287.96072894018,0,
1756958127.0859494,0.25580835342407227,128,1314255,732335,13360752,31050.7236963261,82692.06261279742,0,
1756958127.0859494,0.25580835342407227,128,1309810,733630,13360784,29988.61035463691,82559.93645929353,0,
1756958127.0859494,0.25580835342407227,128,1300270,735530,13360816,27012.132660698713,82420.6795921049,0,
1756958127.0859494,0.25580835342407227,128,1276155,737185,13360848,19397.156526494673,82262.68129548225,0,
1756958127.100474,0.27033305168151855,128,1242115,738730,13360880,-13904.833728365895,63982.17432395144,0,
1756958127.100474,0.27033305168151855,128,1114165,750690,13360912,-41896.1541454339,63926.8052585987,0,
1756958127.1069794,0.2768383026123047,128,796285,800860,13360944,-241568.82730274886,88889.13863127367,0,
1756958127.1069794,0.2768383026123047,128,612855,824005,13360976,-283201.1781269434,89376.27374781783,0,
1756958127.1069794,0.2768383026123047,128,419800,838175,13361008,-356504.63898843364,90045.95745692552,0,
1756958127.1680908,0.3379497528076172,128,347060,828640,13361040,-80920.14782405307,84518.79756599653,1,0.6443318050848227
1756958127.1680908,0.3379497528076172,128,174735,816905,13361072,-117864.21858978561,84602.39364989745,0,
1756958127.1680908,0.3379497528076172,128,194180,787135,13361104,-141752.3066729259,84745.666962314,0,
1756958127.169091,0.33894991874694824,128,188370,756805,13361136,-189319.72198702782,87309.87937262017,0,
1756958127.169091,0.33894991874694824,128,439035,727590,13361168,-137897.37602090905,87436.70088167026,0,
1756958127.169091,0.33894991874694824,128,808870,701140,13361200,-17422.226551279455,87261.17645610591,0,
1756958127.169091,0.33894991874694824,128,1225030,670760,13361232,165971.6820096734,87458.50160073207,0,
1756958127.169091,0.33894991874694824,128,1199495,701330,13361264,301154.82446216256,87994.2326002746,0,
1756958127.169091,0.33894991874694824,128,1243515,714115,13361296,413991.5979192973,88811.49932733868,0,
1756958127.169091,0.33894991874694824,128,1281215,722740,13361328,507939.36857076903,89862.24175153805,0,
1756958127.1846108,0.35446977615356445,128,1304105,725780,13361360,297347.89088993776,148083.71337876184,0,
1756958127.1846108,0.35446977615356445,128,1311955,731600,13361392,297198.6254770769,148457.540498646,0,
1756958127.1856086,0.3554675579071045,128,1318940,730210,13361424,276987.84756251617,151601.84412990994,0,
1756958127.1856086,0.3554675579071045,128,1308450,733145,13361456,272387.12872160703,151904.64962687818,0,
1756958127.1856086,0.3554675579071045,128,1289655,737350,13361488,264008.5014147076,152185.69100263366,0,
1756958127.1856086,0.3554675579071045,128,1259485,738930,13361520,250267.99571955338,152431.58073269468,0,
1756958127.1856086,0.3554675579071045,128,1208055,739585,13361552,227808.95466317286,152620.54980496483,0,
1756958127.1856086,0.3554675579071045,128,940175,780335,13361584,151580.92849418367,152617.9435019807,0,
1756958127.1856086,0.3554675579071045,128,674795,820795,13361616,34708.66681440732,152322.3480803593,0,
1756958127.1871123,0.35697126388549805,128,476585,834895,13361648,-386178.967247768,160838.47310019523,0,
1756958127.1871123,0.35697126388549805,128,387465,833330,13361680,-426072.32130794635,161503.40730547396,0,
1756958127.1871123,0.35697126388549805,128,275105,823170,13361712,-480079.97931361914,162302.07030101566,0,
1756958127.1871123,0.35697126388549805,128,119660,806435,13361744,-554185.5329881697,163284.51172236717,0,
1756958127.1871123,0.35697126388549805,128,184715,766190,13361776,-595562.2157454232,164368.2204327243,0,
1756958127.1881156,0.3579745292663574,128,319045,741440,13361808,-554148.5621307265,173954.73523719344,0,
1756958127.1881156,0.3579745292663574,128,565590,716735,13361840,-495785.3798245157,174761.55610617012,0,
1756958127.1881156,0.3579745292663574,128,1096820,679835,13361872,-333854.1230871539,175160.39694155395,0,
1756958127.1881156,0.3579745292663574,128,1205915,689610,13361904,-184520.91473357196,175183.86351077614,0,
1756958127.1881156,0.3579745292663574,128,1224820,711470,13361936,-64928.53857687334,174907.45634269385,0,
1756958127.1891167,0.3589756488800049,128,1265110,719955,13361968,244503.83679157993,176615.58452421968,0,
1756958127.18962,0.3594789505004883,128,1295275,725220,13362000,313006.6093282112,178319.29146593882,0,
1756958127.18962,0.3594789505004883,128,1310675,729755,13362032,325981.6496840523,178689.4770718666,0,
1756958127.1916254,0.3614842891693115,128,1316530,733205,13362064,305339.48669974506,184766.32325414804,0,
1756958127.1916254,0.3614842891693115,128,1319245,730585,13362096,304302.7327867958,185065.99785454897,0,
1756958127.1916254,0.3614842891693115,128,1299425,736205,13362128,298357.5842944669,185350.0168494971,0,
1756958127.1926255,0.3624844551086426,128,1274495,739320,13362160,243587.63268124041,186778.03469988177,0,
1756958127.1926255,0.3624844551086426,128,1238900,737590,13362192,230956.72438906966,186888.78950028616,0,
1756958127.193625,0.36348390579223633,128,1092870,755295,13362224,86781.8927537603,184435.82664320248,0,
1756958127.1956246,0.36548352241516113,128,778295,806525,13362256,-176291.4969594629,184046.11190011096,0,
1756958127.1956246,0.36548352241516113,128,599370,825725,13362288,-224887.60044163297,184148.50042596943,0,
1756958127.1956246,0.36548352241516113,128,416890,838840,13362320,-301409.97977206635,184442.47183687973,0,
1756958127.2011378,0.37099671363830566,128,341285,828260,13362352,-377699.5419897523,207961.6299307228,0,
1756958127.2011378,0.37099671363830566,128,164080,816395,13362384,-416306.63007539324,208483.9453064982,0,
1756958127.202137,0.3719959259033203,128,207425,783085,13362416,-443161.70964739315,214233.01854345636,0,
1756958127.202137,0.3719959259033203,128,205375,756240,13362448,-444464.9034162062,214810.203757305,0,
1756958127.202137,0.3719959259033203,128,460135,724515,13362480,-388794.8892609549,215246.37873786563,0,
1756958127.202137,0.3719959259033203,128,855045,700785,13362512,-258904.64911897999,215355.82886090185,0,
1756958127.202137,0.3719959259033203,128,1232060,674510,13362544,-76122.73467554676,215006.77519578245,0,
1756958127.2031357,0.37299466133117676,128,1202150,702820,13362576,334685.57207238895,217937.2695580186,0,
1756958127.2031357,0.37299466133117676,128,1246230,716280,13362608,375033.95738443936,218331.10677742944,0,
