t_abs_unix,t_rel_s,exg_status,exg_ch1_24bit,exg_ch2_24bit,device_timestamp,emg_ch1_filtered,emg_ch1_envelope,emg_cycle_peak,emg_X
1756903069.2490494,0.029743432998657227,128,-110040,78260,12456749,-4824.639068635997,11887.195644660798,0,
1756903069.2490494,0.029743432998657227,128,-110125,78695,12456781,-4773.658026010658,11869.36219498935,0,
1756903069.249553,0.030246973037719727,128,-110250,78440,12456813,-4576.227376113883,11778.21853736335,0,
1756903069.252563,0.03325700759887695,128,-110260,77925,12456845,-3368.8230404168016,11186.786332965112,0,
1756903069.3177383,0.09843230247497559,128,-110315,77110,12456877,-373.3706937641632,4472.414290041224,0,
1756903069.3192418,0.09993577003479004,128,-110195,76635,12456909,-232.5603880424446,4318.0393164261395,0,
1756903069.3202465,0.10094046592712402,128,-110355,78195,12456941,-296.599597653234,4218.995823349387,0,
1756903069.3202465,0.10094046592712402,128,-110315,78715,12456973,-291.98819469226197,4209.150919637704,0,
1756903069.3202465,0.10094046592712402,128,-110350,79415,12457005,-295.25810367415556,4199.338894412739,0,
1756903069.3202465,0.10094046592712402,128,-110400,79335,12457037,-307.8522031385212,4189.583040746625,0,
1756903069.3202465,0.10094046592712402,128,-110485,78985,12457069,-335.20957110786316,4179.920228940365,0,
1756903069.3202465,0.10094046592712402,128,-110545,78950,12457101,-368.41627352850065,4170.364889866434,0,
1756903069.3212454,0.10193943977355957,128,-110505,79155,12457133,-388.88558175787296,4077.748781610137,0,
1756903069.3212454,0.10193943977355957,128,-110500,79045,12457165,-388.31091279908895,4068.499458969757,0,
1756903069.3212454,0.10193943977355957,128,-110515,79000,12457197,-390.0715222705432,4059.2777379364434,0,
1756903069.3222494,0.10294342041015625,128,-110475,79030,12457229,-335.57880510005134,3967.630945221106,0,
1756903069.3222494,0.10294342041015625,128,-110245,79445,12457261,-280.41442074961253,3958.3871914319225,0,
1756903069.3222494,0.10294342041015625,128,-110210,79355,12457293,-229.5570619347724,3949.039113441385,0,
1756903069.3222494,0.10294342041015625,128,-110340,79720,12457325,-218.07289701256036,3939.685680337705,0,
1756903069.323249,0.1039431095123291,128,-110230,79925,12457357,-101.25597421106215,3845.6090799684307,0,
1756903069.323249,0.1039431095123291,128,-110275,79565,12457389,-101.77824394944689,3836.2233956054893,0,
1756903069.323249,0.1039431095123291,128,-110060,79435,12457421,-55.09958504140436,3826.7442187469287,0,
1756903069.323249,0.1039431095123291,128,-110095,78645,12457453,-26.629745897002348,3817.2174328029514,0,
1756903069.323249,0.1039431095123291,128,-110160,78960,12457485,-18.78739380241632,3807.694869689848,0,
1756903069.3242486,0.10494256019592285,128,-110015,79100,12457517,96.11185222499903,3716.7483357474716,0,
1756903069.3242486,0.10494256019592285,128,-110120,78645,12457549,81.84298386055289,3707.635724677081,0,
1756903069.3242486,0.10494256019592285,128,-110105,78515,12457581,73.89871801613668,3698.526042617107,0,
1756903069.3242486,0.10494256019592285,128,-110045,78320,12457613,80.64136112425142,3689.4561019148396,0,
1756903069.3242486,0.10494256019592285,128,-110375,78285,12457645,13.775804339989406,3680.241269139755,0,
1756903069.3242486,0.10494256019592285,128,-110255,78820,12457677,-11.619721029649867,3671.044132461897,0,
1756903069.3242486,0.10494256019592285,128,-110305,79090,12457709,-42.02432402201291,3661.94627629244,0,
1756903069.3242486,0.10494256019592285,128,-110390,79240,12457741,-83.821250785574,3652.9760119905786,0,
1756903069.3242486,0.10494256019592285,128,-110285,79405,12457773,-92.91463213130372,3644.05103276807,0,
1756903069.3242486,0.10494256019592285,128,-110160,79465,12457805,-72.45083278281896,3635.097126030306,0,
1756903069.3242486,0.10494256019592285,128,-110140,79005,12457837,-52.143769730778274,3626.1147572315253,0,
1756903069.3252501,0.10594415664672852,128,-110245,79285,12457869,-69.61457170480847,3538.78578075811,0,
1756903069.3252501,0.10594415664672852,128,-110230,79325,12457901,-67.50180104221201,3530.0833641173003,0,
1756903069.3252501,0.10594415664672852,128,-110230,79270,12457933,-65.69051773462847,3521.398223364532,0,
1756903069.3252501,0.10594415664672852,128,-110350,79320,12457965,-90.23854233620604,3512.7963972736857,0,
1756903069.3252501,0.10594415664672852,128,-110395,79535,12457997,-118.687161427881,3504.2874556637953,0,
1756903069.3252501,0.10594415664672852,128,-110415,79435,12458029,-144.61891065053794,3495.864855950095,0,
1756903069.3252501,0.10594415664672852,128,-110210,79395,12458061,-119.56278048828112,3487.400556417821,0,
1756903069.3252501,0.10594415664672852,128,-110270,79755,12458093,-113.00601137215429,3478.9410390135818,0,
1756903069.3252501,0.10594415664672852,128,-110330,79375,12458125,-120.70991558862035,3470.522042877584,0,
1756903069.3252501,0.10594415664672852,128,-110265,79255,12458157,-112.16143581843801,3462.1027221295585,0,
1756903069.3252501,0.10594415664672852,128,-110110,79180,12458189,-71.53188305285053,3453.6026511862874,0,
1756903069.3252501,0.10594415664672852,128,-110230,79140,12458221,-66.1775768220476,3445.110466591509,0,
1756903069.3252501,0.10594415664672852,128,-110250,77465,12458253,-66.22794996852359,3436.6396979618544,0,
1756903069.3262486,0.10694265365600586,128,-110275,77120,12458285,-77.29539511794246,3354.4008449994594,0,
1756903069.3262486,0.10694265365600586,128,-110355,78150,12458317,-95.35214688342506,3346.2304965665962,0,
1756903069.3262486,0.10694265365600586,128,-110285,78325,12458349,-93.75530873126137,3338.076627749227,0,
1756903069.3262486,0.10694265365600586,128,-110350,78575,12458381,-106.41897211294959,3329.9749479315733,0,
1756903069.3262486,0.10694265365600586,128,-110205,79540,12458413,-84.31330074207719,3321.8381604794413,0,
1756903069.3262486,0.10694265365600586,128,-110215,79580,12458445,-69.24026262566626,3313.6839840313187,0,
1756903069.3262486,0.10694265365600586,128,-110360,79485,12458477,-89.01042774599344,3305.599813165041,0,
1756903069.3262486,0.10694265365600586,128,-110185,79705,12458509,-65.8931446030238,3297.4779546859936,0,
1756903069.3272612,0.1079552173614502,128,-110275,79290,12458541,-65.79776307148863,3217.2775171640683,0,
1756903069.3272612,0.1079552173614502,128,-110250,78705,12458573,-60.168387356952884,3209.3627285185325,0,
1756903069.3272612,0.1079552173614502,128,-110365,78915,12458605,-80.70352561966207,3201.519263083314,0,
1756903069.3272612,0.1079552173614502,128,-110230,79145,12458637,-66.90533445795135,3193.6608693090266,0,
1756903069.3272612,0.1079552173614502,128,-110300,79140,12458669,-71.33699898481366,3185.8332863841256,0,
1756903069.3272612,0.1079552173614502,128,-110280,79560,12458701,-70.20010696482204,3178.0224768434273,0,
1756903069.3297775,0.11047148704528809,128,-110045,79785,12458733,103.80580760356894,2995.17039769042,0,
1756903069.3297775,0.11047148704528809,128,-110245,80235,12458765,65.30885170794978,2987.825312695353,0,
1756903069.3297775,0.11047148704528809,128,-110265,80500,12458797,31.13752128730971,2980.412975016275,0,
1756903069.3297775,0.11047148704528809,128,-110195,80625,12458829,19.98166211797156,2972.991252428356,0,
1756903069.3307774,0.11147141456604004,128,-110130,79815,12458861,35.097422954063966,2900.9692576896714,0,
1756903069.3348832,0.11557722091674805,128,-110180,76005,12458893,-3.0202042342511035,2629.900986965277,0,
1756903069.3348832,0.11557722091674805,128,-110220,75300,12458925,-12.434121059762873,2623.3390671270477,0,
1756903069.3348832,0.11557722091674805,128,-110180,77660,12458957,-10.940509937167876,2616.78985340401,0,
1756903069.3348832,0.11557722091674805,128,-110295,77895,12458989,-34.79445460854577,2610.316859590692,0,
1756903069.3348832,0.11557722091674805,128,-110260,78245,12459021,-45.44554220839102,2603.886795394172,0,
1756903069.3358853,0.11657929420471191,128,-110195,78430,12459053,-23.748002205868268,2540.5027090420026,0,
1756903069.3358853,0.11657929420471191,128,-110070,78840,12459085,5.194670653460999,2534.146759199876,0,
1756903069.337519,0.11821293830871582,128,-110120,79305,12459117,40.18054610365644,2435.788016614107,0,
1756903069.337519,0.11821293830871582,128,-110345,79165,12459149,-7.259746815519669,2429.6997608127185,0,
1756903069.337519,0.11821293830871582,128,-110160,78980,12459181,-3.4925905109343627,2423.617323946054,0,
1756903069.337519,0.11821293830871582,128,-110165,79210,12459213,-1.6711132573390446,2417.545569191847,0,
1756903069.337519,0.11821293830871582,128,-110090,79470,12459245,16.06221917143979,2411.5251142852576,0,
1756903069.337519,0.11821293830871582,128,-110225,79695,12459277,0.28373292767951597,2405.480196253558,0,
1756903069.369184,0.14987802505493164,128,-110125,79565,12459309,8.837458083144162,1343.3970560062558,0,
1756903069.369184,0.14987802505493164,128,-110230,79635,12459341,-14.022876523706012,1340.0643502843982,0,
1756903069.369184,0.14987802505493164,128,-110185,79305,12459373,-21.788947372863017,1336.759468900304,0,
1756903069.369184,0.14987802505493164,128,-109975,79295,12459405,18.0054396869208,1333.453387612797,0,
1756903069.369184,0.14987802505493164,128,-110090,79190,12459437,23.56024417764548,1330.1695203303382,0,
1756903069.369184,0.14987802505493164,128,-110210,78915,12459469,1.6502258178449267,1326.8389577823705,0,
1756903069.369184,0.14987802505493164,128,-110155,78670,12459501,-3.250213422925011,1323.5207559925402,0,
1756903069.369184,0.14987802505493164,128,-110325,78550,12459533,-44.0206935612252,1320.3130833560506,0,
1756903069.369184,0.14987802505493164,128,-110220,78315,12459565,-52.43268425043354,1317.1345409065686,0,
1756903069.369184,0.14987802505493164,128,-110290,78220,12459597,-74.00365292529955,1314.0180448234225,0,
1756903069.369184,0.14987802505493164,128,-110215,78595,12459629,-74.08239798246164,1310.9095591248583,0,
1756903069.369184,0.14987802505493164,128,-110350,78615,12459661,-103.32788698770518,1307.882183980632,0,
1756903069.369184,0.14987802505493164,128,-110370,79040,12459693,-129.91516527911736,1304.9290519851586,0,
1756903069.369184,0.14987802505493164,128,-110415,78990,12459725,-159.82527854243304,1302.0583072717636,0,
1756903069.3741982,0.1548922061920166,128,-110370,78265,12459757,-136.94919042446742,1171.6634901648931,0,
1756903069.374326,0.15501999855041504,128,-110180,78475,12459789,-86.32019783470882,1168.18877466503,0,
1756903069.374326,0.15501999855041504,128,-110400,77550,12459821,-103.47263719786343,1165.5195596176368,0,
1756903069.374326,0.15501999855041504,128,-110250,77385,12459853,-83.74252686647034,1162.8075733593907,0,
1756903069.374326,0.15501999855041504,128,-110530,79040,12459885,-129.27503732132993,1160.216534771654,0,
1756903069.374326,0.15501999855041504,128,-110370,79860,12459917,-129.14742922225295,1157.6316719386534,0,
1756903069.374326,0.15501999855041504,128,-110250,79995,12459949,-102.57366185659684,1154.9866695598191,0,
1756903069.374326,0.15501999855041504,128,-110140,79785,12459981,-57.888429330843586,1152.2362734417945,0,
1756903069.374326,0.15501999855041504,128,-110110,79590,12460013,-16.79616387487978,1149.3897552767937,0,
1756903069.374326,0.15501999855041504,128,-110120,79590,12460045,12.710040150855235,1146.5401294536157,0,
1756903069.374326,0.15501999855041504,128,-110315,79495,12460077,-7.056410317340973,1143.683474066938,0,
1756903069.374326,0.15501999855041504,128,-110115,79215,12460109,21.281679019849307,1140.8696426097688,0,
1756903069.374326,0.15501999855041504,128,-110065,79050,12460141,53.92534417356838,1138.1447021538402,0,
1756903069.374326,0.15501999855041504,128,-110175,78160,12460173,54.964944402596956,1135.4291993013153,0,
1756903069.3753304,0.15602445602416992,128,-110165,77535,12460205,59.39037856349994,1108.9337193077954,0,
1756903069.3753304,0.15602445602416992,128,-110070,77690,12460237,80.24722347841382,1106.354829614013,0,
1756903069.3753304,0.15602445602416992,128,-110295,77970,12460269,47.1062863299998,1103.6993216798614,0,
1756903069.3753304,0.15602445602416992,128,-110365,78305,12460301,6.224105731582426,1100.9479804937318,0,
1756903069.3753304,0.15602445602416992,128,-110380,78590,12460333,-28.53356569690466,1098.259466069759,0,
1756903069.3753304,0.15602445602416992,128,-110120,78610,12460365,1.382587921556219,1095.509624900585,0,
1756903069.3753304,0.15602445602416992,128,-110450,78910,12460397,-47.424770497851384,1092.8821040376329,0,
1756903069.3753304,0.15602445602416992,128,-110125,79075,12460429,-14.124308942722443,1090.1776869279138,0,
1756903069.4105144,0.1912083625793457,128,-110190,79295,12460461,6.918075636589215,581.8148527643407,0,
1756903069.4105144,0.1912083625793457,128,-110140,79640,12460493,17.829461985652852,580.400956385201,0,
1756903069.4105144,0.1912083625793457,128,-110150,79625,12460525,24.004559200957686,579.0060854112223,0,
1756903069.4115174,0.19221138954162598,128,-110185,79725,12460557,13.377741390095531,565.0978735164515,0,
1756903069.4115174,0.19221138954162598,128,-110205,79265,12460589,8.171746095971148,563.7016745228553,0,
1756903069.4115174,0.19221138954162598,128,-110210,78310,12460621,3.052847593762472,562.2961428205722,0,
1756903069.4115174,0.19221138954162598,128,-110365,78965,12460653,-34.63778778824242,560.973317354166,0,
1756903069.4125185,0.19321250915527344,128,-110240,79095,12460685,-37.22767138952703,548.1188457271439,0,
1756903069.4125185,0.19321250915527344,128,-110200,79190,12460717,-28.617595575873544,546.8164699057893,0,
1756903069.4125185,0.19321250915527344,128,-110270,79175,12460749,-37.14834895512392,545.5387454778921,0,
1756903069.4125185,0.19321250915527344,128,-110205,79480,12460781,-29.465047746839936,544.2449624393213,0,
1756903069.4135184,0.1942124366760254,128,-110335,79735,12460813,-94.51512678616882,533.2199078467131,0,
1756903069.4135184,0.1942124366760254,128,-110325,78860,12460845,-97.0883226808788,532.1265375588001,0,
1756903069.4145184,0.19521236419677734,128,-110425,78555,12460877,-160.68005155801967,523.0205866928908,0,
1756903069.4145184,0.19521236419677734,128,-110510,78920,12460909,-183.6400692831291,522.1697687593736,0,
1756903069.4145184,0.19521236419677734,128,-110290,79195,12460941,-152.92396780582567,521.2440793540861,0,
1756903069.415518,0.1962120532989502,128,-110450,79185,12460973,-174.02371764291078,512.734007864008,0,
1756903069.415518,0.1962120532989502,128,-110370,79360,12461005,-157.757832779823,511.84409203136664,0,
1756903069.415518,0.1962120532989502,128,-110545,79370,12461037,-182.89803819318374,511.0194330205863,0,
1756903069.415518,0.1962120532989502,128,-110510,79475,12461069,-194.13428397936678,510.22501037745025,0,
1756903069.416518,0.19721198081970215,128,-110545,79600,12461101,-227.17414995334732,503.28606405620326,0,
1756903069.416518,0.19721198081970215,128,-110475,80000,12461133,-213.85867821300343,502.56047729534305,0,
1756903069.416518,0.19721198081970215,128,-110540,80420,12461165,-217.1715709941308,501.8450148953174,0,
1756903069.4175181,0.1982121467590332,128,-110430,80190,12461197,-134.75758014404624,492.8438323779692,0,
1756903069.4175181,0.1982121467590332,128,-110400,80180,12461229,-121.51435400555832,491.91291924879454,0,
1756903069.4175181,0.1982121467590332,128,-110335,79660,12461261,-96.83638842448657,490.92247289052216,0,
1756903069.4175181,0.1982121467590332,128,-110295,79410,12461293,-68.86440761111876,489.8643845427702,0,
1756903069.4175181,0.1982121467590332,128,-110310,79710,12461325,-50.40555995952842,488.7626729541041,0,
1756903069.4175181,0.1982121467590332,128,-110185,77355,12461357,-8.845465827831667,487.55953327613156,0,
1756903069.4175181,0.1982121467590332,128,-110135,76285,12461389,34.06029060560553,486.42262273263475,0,
1756903069.4175181,0.1982121467590332,128,-110190,77215,12461421,55.02775176915033,485.3411272612847,0,
1756903069.4190214,0.19971537590026855,128,-109870,77865,12461453,316.3351425438254,479.18848420353,0,
1756903069.4190214,0.19971537590026855,128,-109705,78365,12461485,364.77117955213555,478.90164306295685,0,
1756903069.4190214,0.19971537590026855,128,-109680,78380,12461517,406.50658751760324,478.7201505835828,0,
1756903069.4190214,0.19971537590026855,128,-109730,78440,12461549,426.6425867736282,478.5895935157771,0,
1756903069.4200265,0.20072054862976074,128,-109735,78085,12461581,434.7376773522473,477.50907066612433,0,
1756903069.4200265,0.20072054862976074,128,-109815,78005,12461613,416.7536589743975,477.35675846441023,0,
1756903069.4200265,0.20072054862976074,128,-109660,77710,12461645,435.5088731582177,477.2518469286214,0,
1756903069.4200265,0.20072054862976074,128,-109660,77450,12461677,448.7572520600391,477.18041173691523,0,
1756903069.4210262,0.2017202377319336,128,-109765,77940,12461709,373.6068721584663,474.6419136432285,0,
1756903069.4210262,0.2017202377319336,128,-109855,78005,12461741,347.2055284436425,474.3224340138793,0,
1756903069.4210262,0.2017202377319336,128,-109825,78425,12461773,332.4597945042302,473.9667881485476,0,
1756903069.4210262,0.2017202377319336,128,-109870,78945,12461805,310.40170360482443,473.55673483055165,0,
1756903069.4220297,0.20272374153137207,128,-109590,78970,12461837,417.3245553330943,472.17340294272446,0,
1756903069.4220297,0.20272374153137207,128,-109740,78700,12461869,391.7334555747938,471.971742133453,0,
1756903069.4220297,0.20272374153137207,128,-109725,78280,12461901,374.2244455555978,471.72669225988926,0,
1756903069.4220297,0.20272374153137207,128,-109680,77845,12461933,369.51632632085864,471.4704535901035,0,
1756903069.4220297,0.20272374153137207,128,-109645,78500,12461965,372.4996937224537,471.2223365266023,0,
1756903069.4220297,0.20272374153137207,128,-109570,78700,12461997,390.1040207783362,471.01897506583816,0,
1756903069.4220297,0.20272374153137207,128,-109645,78640,12462029,386.2641344314417,470.80649693387437,0,
1756903069.423029,0.20372295379638672,128,-109605,77820,12462061,371.77432847071515,468.38043330186173,0,
1756903069.423029,0.20372295379638672,128,-109570,78160,12462093,377.2598643823092,468.1519964583424,0,
1756903069.423029,0.20372295379638672,128,-109605,78580,12462125,372.83221650783105,467.9130323044193,0,
1756903069.423029,0.20372295379638672,128,-109600,78255,12462157,369.4918901661347,467.6662931179521,0,
1756903069.423029,0.20372295379638672,128,-109675,78000,12462189,349.5830103578028,467.37026146773326,0,
1756903069.424029,0.20472311973571777,128,-109795,77720,12462221,195.78431876714967,460.71082720774444,0,
1756903069.424029,0.20472311973571777,128,-109730,77785,12462253,197.55923037909227,460.0511131513091,0,
1756903069.4280288,0.20872282981872559,128,-109830,78055,12462285,79.5398017164266,425.2945718013328,0,
1756903069.4280288,0.20872282981872559,128,-109660,78060,12462317,114.05696523934415,424.51430739703227,0,
1756903069.4290302,0.20972418785095215,128,-109840,78045,12462349,66.61758709769853,415.728283091945,0,
1756903069.4295352,0.21022915840148926,128,-109900,78375,12462381,21.833480787333777,410.7918974048977,0,
1756903069.4295352,0.21022915840148926,128,-109755,78495,12462413,46.51010735839651,409.8786526429684,0,
1756903069.4661636,0.2468576431274414,128,-109855,78875,12462445,6.417219869351385,216.49055462824276,0,
1756903069.4681587,0.24885272979736328,128,-109775,79375,12462477,59.39364346576567,208.98951870041446,0,
1756903069.4696631,0.25035715103149414,128,-109785,79175,12462509,51.33346700084855,203.24568294028472,0,
1756903069.5018852,0.2825791835784912,128,-109905,78955,12462541,-13.265878007411835,118.23707102520416,0,
1756903069.5018852,0.2825791835784912,128,-109920,78555,12462573,-16.64922047550941,117.98239298494768,0,
1756903069.5043938,0.28508782386779785,128,-110030,79045,12462605,-94.42600457083721,116.58527310310961,0,
1756903069.5043938,0.28508782386779785,128,-109945,79140,12462637,-78.05142736562627,116.48866977640405,0,
1756903069.5195298,0.30022382736206055,128,-109785,77795,12462669,45.311616922632325,96.87389990987403,0,
1756903069.5195298,0.30022382736206055,128,-110085,77535,12462701,-19.490429969910167,96.67990160824725,0,
1756903069.5255373,0.3062312602996826,128,-110180,78515,12462733,-186.03388047346363,108.40114490994489,0,
1756903069.526538,0.3072319030761719,128,-110065,78660,12462765,-101.63873732615383,108.23524990146392,0,
1756903069.5938468,0.3745408058166504,128,-110005,78945,12462797,-1.7733070939790139,41.325870260088365,0,
1756903069.5938468,0.3745408058166504,128,-110045,79045,12462829,-10.361638629680565,41.24824375468433,0,
1756903069.5938468,0.3745408058166504,128,-110145,78705,12462861,-38.7140179990018,41.24189051809617,0,
1756903069.5938468,0.3745408058166504,128,-110045,78490,12462893,-38.66820280607236,41.2354383514327,0,
1756903069.5938468,0.3745408058166504,128,-110275,78790,12462925,-88.59477244191785,41.35416694278247,0,
1756903069.5938468,0.3745408058166504,128,-110270,78555,12462957,-125.70267316654991,41.56562640518267,0,
1756903069.5938468,0.3745408058166504,128,-110240,78590,12462989,-147.39778402747635,41.83094481042027,0,
1756903069.5938468,0.3745408058166504,128,-110325,78815,12463021,-182.2009849461365,42.182848768807496,0,
1756903069.5938468,0.3745408058166504,128,-110260,78320,12463053,-194.34815992436052,42.56432315802254,0,
1756903069.5948472,0.37554121017456055,128,-110055,79025,12463085,-71.96756127288704,43.28547411762584,0,
1756903069.5948472,0.37554121017456055,128,-110310,79165,12463117,-117.86211973970774,43.472435785317025,0,
1756903069.6103745,0.3910684585571289,128,-110245,79080,12463149,-73.91378729859595,52.01735156804377,0,
1756903069.6113741,0.39206814765930176,128,-110025,78145,12463181,77.2070092712698,52.6347283451677,0,
1756903069.6113741,0.39206814765930176,128,-110230,78420,12463213,44.00879382269379,52.61310335667078,0,
1756903069.6113741,0.39206814765930176,128,-109920,79060,12463245,85.81140391090332,52.69633061346623,0,
1756903069.6113741,0.39206814765930176,128,-110015,78965,12463277,97.08056983986853,52.80760072109515,0,
1756903069.6123786,0.39307260513305664,128,-109955,78655,12463309,154.6088033882831,55.31426839571982,0,
1756903069.6123786,0.39307260513305664,128,-109940,78460,12463341,161.86061661424196,55.58137725779289,0,
1756903069.6123786,0.39307260513305664,128,-109920,78085,12463373,171.35475273396546,55.87161803186779,0,
1756903069.6123786,0.39307260513305664,128,-109850,78215,12463405,193.43355679366522,56.216482154773885,0,
1756903069.6133788,0.3940727710723877,128,-110035,78045,12463437,107.31444935278898,57.46943195766335,0,
1756903069.6133788,0.3940727710723877,128,-110065,78405,12463469,93.86108310577353,57.56066485949116,0,
1756903069.6133788,0.3940727710723877,128,-110275,78420,12463501,37.53260631000945,57.51045504922425,0,
1756903069.6133788,0.3940727710723877,128,-110095,78235,12463533,33.24575518108915,57.44962409181753,0,
1756903069.6133788,0.3940727710723877,128,-110180,77885,12463565,11.351094918646723,57.33405630487252,0,
1756903069.6143785,0.39507246017456055,128,-110225,78390,12463597,-69.93115118851574,57.642800231924454,0,
1756903069.6143785,0.39507246017456055,128,-110245,79245,12463629,-80.35346073270938,57.699735253956845,0,
1756903069.6143785,0.39507246017456055,128,-110235,78755,12463661,-85.98098033559683,57.77063558341978,0,
1756903069.6153777,0.3960716724395752,128,-110025,78675,12463693,45.84147910666081,57.47839829186114,0,
1756903069.6153777,0.3960716724395752,128,-110110,78640,12463725,37.369896698236495,57.42798681302142,0,
1756903069.6153777,0.3960716724395752,128,-110055,78840,12463757,42.718055109059826,57.391109405355046,0,
1756903069.61638,0.39707398414611816,128,-110015,79490,12463789,77.8628772895371,57.89413871869272,0,
1756903069.61638,0.39707398414611816,128,-110090,79770,12463821,64.02305860329992,57.909503757884465,0,
1756903069.6173787,0.3980727195739746,128,-110240,80260,12463853,-71.7862592842078,58.24929455539681,0,
1756903069.6198876,0.40058159828186035,128,-110155,79855,12463885,-32.111922560876955,56.69895898962125,0,
1756903069.6198876,0.40058159828186035,128,-110190,76920,12463917,-38.425571894673965,56.653148094036716,0,
1756903069.6198876,0.40058159828186035,128,-110135,78305,12463949,-31.208671996450676,56.58935946899128,0,
1756903069.6258922,0.4065861701965332,128,-110180,79055,12463981,-29.016266158789907,52.97388310243582,0,
1756903069.6258922,0.4065861701965332,128,-110050,79030,12464013,-0.6096910195190262,52.842607465170836,0,
1756903069.6258922,0.4065861701965332,128,-110195,78915,12464045,-10.302048859324989,52.735959415836895,0,
1756903069.6258922,0.4065861701965332,128,-110155,78755,12464077,-9.028642978468703,52.626386335641705,0,
1756903069.626891,0.40758490562438965,128,-110125,78425,12464109,14.353996866200145,51.689236025840856,0,
1756903069.626891,0.40758490562438965,128,-110180,78275,12464141,4.144558334685604,51.57004278301222,0,
1756903069.626891,0.40758490562438965,128,-110185,78200,12464173,-4.81549608795209,51.452830377582366,0,
1756903069.626891,0.40758490562438965,128,-110135,78035,12464205,-0.8164421576258283,51.325886298662056,0,
1756903069.6334033,0.41409730911254883,128,-110215,77895,12464237,-34.81947712257146,49.00420699636481,0,
1756903069.6344023,0.4150962829589844,128,-110210,78080,12464269,-29.882267426036538,48.53587186055741,0,
1756903069.6344023,0.4150962829589844,128,-110255,78145,12464301,-39.215854479514434,48.512506824788694,0,
1756903069.6359043,0.4165983200073242,128,-110285,78315,12464333,-77.07942300678337,49.551687337293565,0,
1756903069.6359043,0.4165983200073242,128,-110345,78490,12464365,-91.87047541283324,49.657779413804576,0,
1756903069.636907,0.4176011085510254,128,-110365,78835,12464397,-131.74544559246718,51.67576164423275,0,
1756903069.637908,0.41860198974609375,128,-110265,79975,12464429,-64.46562145890442,51.98959470096615,0,
1756903069.6404178,0.4211118221282959,128,-110285,80310,12464461,-48.40268879401606,51.776761666898686,0,
1756903069.6404178,0.4211118221282959,128,-110195,79940,12464493,-28.18586611096018,51.71761991898718,0,
1756903069.6404178,0.4211118221282959,128,-110120,79705,12464525,3.782652930781655,51.597448231268054,0,
1756903069.6414158,0.42210984230041504,128,-110115,79635,12464557,80.93009213404224,52.31519519687536,0,
