t_abs_unix,t_rel_s,exg_status,exg_ch1_24bit,exg_ch2_24bit,device_timestamp
1756894095.243239,0.05117321014404297,128,1370405,772295,3601805
1756894095.243239,0.05117321014404297,128,1327545,770540,3601837
1756894095.2809365,0.08887076377868652,128,1237180,765440,3601869
1756894095.284941,0.09287524223327637,128,1023660,732515,3601901
1756894095.284941,0.09287524223327637,128,780770,725750,3601933
1756894095.284941,0.09287524223327637,128,571015,720515,3601965
1756894095.284941,0.09287524223327637,128,224745,730675,3601997
1756894095.2929835,0.10091781616210938,128,-4235,735620,3602029
1756894095.2929835,0.10091781616210938,128,49055,747945,3602061
1756894095.2929835,0.10091781616210938,128,499655,766490,3602093
1756894095.2929835,0.10091781616210938,128,620900,774715,3602125
1756894095.2929835,0.10091781616210938,128,701230,780590,3602157
1756894095.2929835,0.10091781616210938,128,894220,796825,3602189
1756894095.2929835,0.10091781616210938,128,1092820,787890,3602221
1756894095.3093612,0.11729550361633301,128,1125190,769320,3602253
1756894095.3093612,0.11729550361633301,128,1198725,769995,3602285
1756894095.3093612,0.11729550361633301,128,1277805,770330,3602317
1756894095.3093612,0.11729550361633301,128,1341245,770765,3602349
1756894095.3093612,0.11729550361633301,128,1385140,770830,3602381
1756894095.3093612,0.11729550361633301,128,1399910,772555,3602413
1756894095.3093612,0.11729550361633301,128,1386185,772735,3602445
1756894095.3093612,0.11729550361633301,128,1351110,771850,3602477
1756894095.3093612,0.11729550361633301,128,1292765,771325,3602509
1756894095.3093612,0.11729550361633301,128,1137795,747625,3602541
1756894095.3093612,0.11729550361633301,128,889435,726465,3602573
1756894095.3093612,0.11729550361633301,128,693225,726950,3602605
1756894095.3093612,0.11729550361633301,128,396365,725665,3602637
1756894095.3093612,0.11729550361633301,128,110810,733410,3602669
1756894095.3093612,0.11729550361633301,128,-23850,738925,3602701
1756894095.3093612,0.11729550361633301,128,353765,766000,3602733
1756894095.3093612,0.11729550361633301,128,553220,767080,3602765
1756894095.3093612,0.11729550361633301,128,621070,776695,3602797
1756894095.3093612,0.11729550361633301,128,769835,783350,3602829
1756894095.3093612,0.11729550361633301,128,1033485,800255,3602861
1756894095.324866,0.13280034065246582,128,1098645,771855,3602893
1756894095.324866,0.13280034065246582,128,1164845,770010,3602925
1756894095.3259358,0.13387012481689453,128,1242650,770495,3602957
1756894095.3259358,0.13387012481689453,128,1312960,771935,3602989
1756894095.3259358,0.13387012481689453,128,1368620,772085,3603021
1756894095.3259358,0.13387012481689453,128,1400135,774445,3603053
1756894095.3259358,0.13387012481689453,128,1391755,772515,3603085
1756894095.3259358,0.13387012481689453,128,1371465,773655,3603117
1756894095.3259358,0.13387012481689453,128,1327555,771050,3603149
1756894095.3259358,0.13387012481689453,128,1232915,765045,3603181
1756894095.3259358,0.13387012481689453,128,1013010,734190,3603213
1756894095.3349419,0.14287614822387695,128,770135,724990,3603245
1756894095.3349419,0.14287614822387695,128,572060,721930,3603277
1756894095.3349419,0.14287614822387695,128,264935,730570,3603309
1756894095.3349419,0.14287614822387695,128,40910,735555,3603341
1756894095.3349419,0.14287614822387695,128,124790,752010,3603373
1756894095.3349419,0.14287614822387695,128,511755,765795,3603405
1756894095.3349419,0.14287614822387695,128,557350,769795,3603437
1756894095.3349419,0.14287614822387695,128,706315,781385,3603469
1756894095.3349419,0.14287614822387695,128,906605,800210,3603501
1756894095.3349419,0.14287614822387695,128,1092925,784575,3603533
1756894095.3349419,0.14287614822387695,128,1128910,771600,3603565
1756894095.3349419,0.14287614822387695,128,1202245,770405,3603597
1756894095.3349419,0.14287614822387695,128,1280790,772415,3603629
1756894095.3349419,0.14287614822387695,128,1343130,772970,3603661
1756894095.3420756,0.1500098705291748,128,1386805,771215,3603693
1756894095.3420756,0.1500098705291748,128,1399850,775910,3603725
1756894095.3420756,0.1500098705291748,128,1384695,772010,3603757
1756894095.3420756,0.1500098705291748,128,1348320,770680,3603789
1756894095.3420756,0.1500098705291748,128,1287900,772110,3603821
1756894095.3420756,0.1500098705291748,128,1126270,745830,3603853
1756894095.3420756,0.1500098705291748,128,875515,724900,3603885
1756894095.3443763,0.15231060981750488,128,685970,727105,3603917
1756894095.3443763,0.15231060981750488,128,422635,729065,3603949
1756894095.3443763,0.15231060981750488,128,132385,732395,3603981
1756894095.3443763,0.15231060981750488,128,7540,740055,3604013
1756894095.3443763,0.15231060981750488,128,389410,765290,3604045
1756894095.3443763,0.15231060981750488,128,509905,765870,3604077
1756894095.3443763,0.15231060981750488,128,629440,777520,3604109
1756894095.3443763,0.15231060981750488,128,779985,784035,3604141
1756894095.3443763,0.15231060981750488,128,1044135,802625,3604173
1756894095.3443763,0.15231060981750488,128,1099860,770880,3604205
1756894095.3443763,0.15231060981750488,128,1166900,770395,3604237
1756894095.3443763,0.15231060981750488,128,1244610,770480,3604269
1756894095.3443763,0.15231060981750488,128,1313855,771210,3604301
1756894095.3443763,0.15231060981750488,128,1368395,770330,3604333
1756894095.3443763,0.15231060981750488,128,1399975,773185,3604365
1756894095.3443763,0.15231060981750488,128,1391755,773870,3604397
1756894095.3443763,0.15231060981750488,128,1369045,770715,3604429
1756894095.3443763,0.15231060981750488,128,1324515,770245,3604461
1756894095.3443763,0.15231060981750488,128,1225285,762795,3604493
1756894095.3443763,0.15231060981750488,128,1001410,731110,3604525
1756894095.3443763,0.15231060981750488,128,766945,724820,3604557
1756894095.3443763,0.15231060981750488,128,567675,721125,3604589
1756894095.3443763,0.15231060981750488,128,265095,731450,3604621
1756894095.3443763,0.15231060981750488,128,39855,735095,3604653
1756894095.3443763,0.15231060981750488,128,139730,754145,3604685
1756894095.3443763,0.15231060981750488,128,402685,764945,3604717
1756894095.3443763,0.15231060981750488,128,560425,769000,3604749
1756894095.3443763,0.15231060981750488,128,709350,779630,3604781
1756894095.3443763,0.15231060981750488,128,915635,798740,3604813
1756894095.3443763,0.15231060981750488,128,1095010,783365,3604845
1756894095.3443763,0.15231060981750488,128,1131010,770505,3604877
1756894095.3443763,0.15231060981750488,128,1205155,770270,3604909
1756894095.3443763,0.15231060981750488,128,1282395,770310,3604941
1756894095.3443763,0.15231060981750488,128,1344850,771200,3604973
1756894095.3443763,0.15231060981750488,128,1387535,770150,3605005
1756894095.3588316,0.16676592826843262,128,1397620,772770,3605037
1756894095.35984,0.16777420043945312,128,1383815,772845,3605069
1756894095.35984,0.16777420043945312,128,1346630,771755,3605101
1756894095.35984,0.16777420043945312,128,1284080,771075,3605133
1756894095.35984,0.16777420043945312,128,1117525,745105,3605165
1756894095.363838,0.17177224159240723,128,865110,724510,3605197
1756894095.363838,0.17177224159240723,128,673805,725475,3605229
1756894095.364838,0.17277216911315918,128,390785,728725,3605261
1756894095.364838,0.17277216911315918,128,107565,732970,3605293
1756894095.364838,0.17277216911315918,128,-7685,740580,3605325
1756894095.364838,0.17277216911315918,128,124970,754190,3605357
1756894095.3668365,0.17477083206176758,128,512450,765165,3605389
1756894095.3668365,0.17477083206176758,128,635250,779415,3605421
1756894095.3668365,0.17477083206176758,128,788145,786605,3605453
1756894095.3678384,0.17577266693115234,128,1050320,801700,3605485
1756894095.3678384,0.17577266693115234,128,1098725,769805,3605517
1756894095.3678384,0.17577266693115234,128,1168085,770290,3605549
1756894095.3678384,0.17577266693115234,128,1245700,769575,3605581
1756894095.3678384,0.17577266693115234,128,1313430,770870,3605613
1756894095.3678384,0.17577266693115234,128,1369040,771355,3605645
1756894095.3678384,0.17577266693115234,128,1398470,774075,3605677
1756894095.3678384,0.17577266693115234,128,1388740,772295,3605709
1756894095.3678384,0.17577266693115234,128,1365555,772450,3605741
1756894095.3738372,0.18177151679992676,128,1319430,770535,3605773
1756894095.3738372,0.18177151679992676,128,1216280,763215,3605805
1756894095.374838,0.18277239799499512,128,989670,732315,3605837
1756894095.374838,0.18277239799499512,128,759565,727325,3605869
1756894095.374838,0.18277239799499512,128,550445,723220,3605901
1756894095.3863397,0.1942739486694336,128,234840,729945,3605933
1756894095.3863397,0.1942739486694336,128,19085,736765,3605965
1756894095.3873448,0.19527912139892578,128,-4240,741250,3605997
1756894095.3873448,0.19527912139892578,128,404245,763305,3606029
1756894095.3873448,0.19527912139892578,128,565150,770070,3606061
1756894095.3873448,0.19527912139892578,128,714335,779765,3606093
1756894095.3962061,0.20414042472839355,128,929605,800640,3606125
1756894095.3972075,0.20514178276062012,128,1093435,780065,3606157
1756894095.3972075,0.20514178276062012,128,1133325,770115,3606189
1756894095.3972075,0.20514178276062012,128,1206745,771135,3606221
1756894095.3972075,0.20514178276062012,128,1284410,772295,3606253
1756894095.3972075,0.20514178276062012,128,1345930,771710,3606285
1756894095.3972075,0.20514178276062012,128,1389100,770645,3606317
1756894095.399589,0.20752334594726562,128,1396740,775010,3606349
1756894095.399589,0.20752334594726562,128,1381875,772550,3606381
1756894095.399589,0.20752334594726562,128,1344040,771525,3606413
1756894095.399589,0.20752334594726562,128,1279245,772045,3606445
1756894095.399589,0.20752334594726562,128,1105740,742830,3606477
1756894095.399589,0.20752334594726562,128,852670,724325,3606509
1756894095.399589,0.20752334594726562,128,667635,725960,3606541
1756894095.399589,0.20752334594726562,128,357160,728320,3606573
1756894095.399589,0.20752334594726562,128,82405,732460,3606605
1756894095.399589,0.20752334594726562,128,-1085,737285,3606637
1756894095.4006033,0.20853757858276367,128,127370,754795,3606669
1756894095.4016025,0.20953679084777832,128,516810,765690,3606701
1756894095.4016025,0.20953679084777832,128,641550,777855,3606733
1756894095.4016025,0.20953679084777832,128,796215,787705,3606765
1756894095.4016025,0.20953679084777832,128,1058375,800095,3606797
1756894095.4016025,0.20953679084777832,128,1103835,771420,3606829
1756894095.4092224,0.21715664863586426,128,1172970,769335,3606861
1756894095.4092224,0.21715664863586426,128,1251645,770405,3606893
1756894095.4092224,0.21715664863586426,128,1319500,772030,3606925
1756894095.4092224,0.21715664863586426,128,1373035,770755,3606957
1756894095.4092224,0.21715664863586426,128,1401955,773350,3606989
1756894095.4092224,0.21715664863586426,128,1391235,770140,3607021
1756894095.4092224,0.21715664863586426,128,1366805,770560,3607053
1756894095.471861,0.27979516983032227,128,1320230,768280,3607085
1756894095.471861,0.27979516983032227,128,1214135,760295,3607117
1756894095.4729013,0.2808356285095215,128,984215,730315,3607149
1756894095.4729013,0.2808356285095215,128,758350,727810,3607181
1756894095.4739017,0.28183603286743164,128,533200,721295,3607213
1756894095.4739017,0.28183603286743164,128,212280,731415,3607245
1756894095.4739017,0.28183603286743164,128,84590,732555,3607277
1756894095.4739017,0.28183603286743164,128,-16940,740045,3607309
1756894095.4749005,0.2828347682952881,128,411510,765100,3607341
1756894095.4749005,0.2828347682952881,128,574015,769820,3607373
1756894095.4749005,0.2828347682952881,128,725170,779715,3607405
1756894095.4749005,0.2828347682952881,128,945350,800605,3607437
1756894095.4749005,0.2828347682952881,128,1099070,779150,3607469
1756894095.4754016,0.28333592414855957,128,1140600,768800,3607501
1756894095.4754772,0.28341150283813477,128,1213835,769105,3607533
1756894095.4754772,0.28341150283813477,128,1291075,771600,3607565
1756894095.4757402,0.2836744785308838,128,1351190,769180,3607597
1756894095.4758801,0.2838144302368164,128,1391615,769495,3607629
1756894095.4759498,0.28388404846191406,128,1399560,772990,3607661
1756894095.4759498,0.28388404846191406,128,1384235,770110,3607693
1756894095.4759498,0.28388404846191406,128,1345190,768640,3607725
1756894095.4759498,0.28388404846191406,128,1277650,768495,3607757
1756894095.4762828,0.28421711921691895,128,1101345,741415,3607789
1756894095.4763563,0.2842905521392822,128,850215,722645,3607821
1756894095.4763563,0.2842905521392822,128,663260,723220,3607853
1756894095.4763563,0.2842905521392822,128,342020,726475,3607885
1756894095.4763563,0.2842905521392822,128,195050,729085,3607917
1756894095.4763563,0.2842905521392822,128,-9655,734480,3607949
1756894095.4763563,0.2842905521392822,128,148830,752475,3607981
1756894095.4763563,0.2842905521392822,128,523785,764090,3608013
1756894095.4763563,0.2842905521392822,128,650100,774975,3608045
1756894095.4763563,0.2842905521392822,128,808000,787060,3608077
1756894095.4763563,0.2842905521392822,128,1066710,797515,3608109
1756894095.4763563,0.2842905521392822,128,1108130,769190,3608141
1756894095.4763563,0.2842905521392822,128,1177755,768810,3608173
1756894095.4763563,0.2842905521392822,128,1255880,769080,3608205
1756894095.4763563,0.2842905521392822,128,1322175,769335,3608237
1756894095.4773695,0.28530383110046387,128,1375415,771360,3608269
1756894095.4773695,0.28530383110046387,128,1401990,771675,3608301
1756894095.4773695,0.28530383110046387,128,1391520,772115,3608333
1756894095.4773695,0.28530383110046387,128,1366280,772080,3608365
1756894095.4773695,0.28530383110046387,128,1319165,770485,3608397
1756894095.4773695,0.28530383110046387,128,1206710,760835,3608429
1756894095.4773695,0.28530383110046387,128,973175,729355,3608461
1756894095.4773695,0.28530383110046387,128,750525,728075,3608493
1756894095.4773695,0.28530383110046387,128,521505,723170,3608525
1756894095.4773695,0.28530383110046387,128,347755,728650,3608557
1756894095.4773695,0.28530383110046387,128,76230,732020,3608589
1756894095.4773695,0.28530383110046387,128,-14705,740920,3608621
1756894095.4773695,0.28530383110046387,128,427800,765400,3608653
1756894095.4773695,0.28530383110046387,128,578240,770325,3608685
1756894095.478368,0.2863023281097412,128,729760,782125,3608717
1756894095.478368,0.2863023281097412,128,954895,800820,3608749
1756894095.478368,0.2863023281097412,128,1097790,777700,3608781
1756894095.478368,0.2863023281097412,128,1141750,769730,3608813
1756894095.478368,0.2863023281097412,128,1215040,768760,3608845
1756894095.478368,0.2863023281097412,128,1291460,770515,3608877
1756894095.478368,0.2863023281097412,128,1351950,772060,3608909
1756894095.4788935,0.28682780265808105,128,1391045,770630,3608941
1756894095.4788935,0.28682780265808105,128,1397075,772710,3608973
1756894095.4788935,0.28682780265808105,128,1381070,771750,3609005
1756894095.4788935,0.28682780265808105,128,1341305,770115,3609037
1756894095.4788935,0.28682780265808105,128,1271850,770815,3609069
1756894095.4839368,0.2918710708618164,128,1091495,740935,3609101
1756894095.4839368,0.2918710708618164,128,840145,723985,3609133
1756894095.4839368,0.2918710708618164,128,747805,727595,3609165
1756894095.4848535,0.2927877902984619,128,518700,723865,3609197
1756894095.4848535,0.2927877902984619,128,204850,733020,3609229
1756894095.4848535,0.2927877902984619,128,7860,736810,3609261
1756894095.4848535,0.2927877902984619,128,198180,758230,3609293
1756894095.489909,0.29784321784973145,128,527755,764775,3609325
1756894095.4909074,0.2988417148590088,128,657280,779855,3609357
1756894095.4909074,0.2988417148590088,128,816190,787125,3609389
1756894095.4909074,0.2988417148590088,128,1071855,797295,3609421
1756894095.4909074,0.2988417148590088,128,1108830,770485,3609453
1756894095.4969072,0.3048415184020996,128,1179785,770860,3609485
1756894095.4969072,0.3048415184020996,128,1258200,770550,3609517
1756894095.4969072,0.3048415184020996,128,1323945,770635,3609549
1756894095.4969072,0.3048415184020996,128,1375575,772070,3609581
1756894095.4969072,0.3048415184020996,128,1400730,773635,3609613
1756894095.4979076,0.30584192276000977,128,1390260,773615,3609645
1756894095.4979076,0.30584192276000977,128,1363105,772275,3609677
1756894095.4979076,0.30584192276000977,128,1315665,773110,3609709
1756894095.4979076,0.30584192276000977,128,1197055,758065,3609741
1756894095.4979076,0.30584192276000977,128,961795,731065,3609773
1756894095.4979076,0.30584192276000977,128,833685,724385,3609805
1756894095.5019073,0.3098416328430176,128,649360,725405,3609837
1756894095.5019073,0.3098416328430176,128,386805,731070,3609869
1756894095.5019073,0.3098416328430176,128,119210,733575,3609901
1756894095.5019073,0.3098416328430176,128,43450,743625,3609933
1756894095.5019073,0.3098416328430176,128,462505,768625,3609965
1756894095.5019073,0.3098416328430176,128,582480,772495,3609997
1756894095.502908,0.31084227561950684,128,734015,783710,3610029
1756894095.502908,0.31084227561950684,128,963150,802255,3610061
1756894095.5030062,0.3109405040740967,128,1095310,778470,3610093
1756894095.5030062,0.3109405040740967,128,1142115,769905,3610125
1756894095.5030062,0.3109405040740967,128,1216310,772295,3610157
1756894095.5030062,0.3109405040740967,128,1291670,772885,3610189
1756894095.5097022,0.31763648986816406,128,1351575,773525,3610221
1756894095.5097022,0.31763648986816406,128,1389105,772375,3610253
1756894095.5097022,0.31763648986816406,128,1392280,773000,3610285
1756894095.5099075,0.3178417682647705,128,1376425,773290,3610317
1756894095.5099661,0.3179004192352295,128,1335810,770850,3610349
1756894095.5099661,0.3179004192352295,128,1263810,771825,3610381
1756894095.516895,0.3248293399810791,128,1079190,742500,3610413
1756894095.516895,0.3248293399810791,128,953260,729855,3610445
1756894095.516895,0.3248293399810791,128,736780,730365,3610477
1756894095.516895,0.3248293399810791,128,545450,726210,3610509
1756894095.516895,0.3248293399810791,128,279480,732190,3610541
1756894095.516895,0.3248293399810791,128,85750,738985,3610573
1756894095.5209036,0.32883787155151367,128,286725,760775,3610605
1756894095.5209036,0.32883787155151367,128,526910,767795,3610637
1756894095.5209036,0.32883787155151367,128,657550,780935,3610669
1756894095.5209036,0.32883787155151367,128,819870,789940,3610701
1756894095.5209036,0.32883787155151367,128,1073960,798590,3610733
1756894095.5209036,0.32883787155151367,128,1106935,770040,3610765
1756894095.5318184,0.3397526741027832,128,1178135,771470,3610797
1756894095.5318184,0.3397526741027832,128,1256220,770260,3610829
1756894095.5318184,0.3397526741027832,128,1322495,772130,3610861
1756894095.5318184,0.3397526741027832,128,1372340,770800,3610893
1756894095.5318184,0.3397526741027832,128,1397395,774370,3610925
1756894095.535432,0.3433663845062256,128,1385295,772180,3610957
1756894095.5359268,0.34386110305786133,128,1357110,771390,3610989
1756894095.5359268,0.34386110305786133,128,1308355,770800,3611021
1756894095.5359268,0.34386110305786133,128,1188015,756885,3611053
1756894095.5359268,0.34386110305786133,128,1076215,739680,3611085
1756894095.5359268,0.34386110305786133,128,824410,724140,3611117
1756894095.5359268,0.34386110305786133,128,636060,724475,3611149
1756894095.545847,0.35378122329711914,128,405610,731720,3611181
1756894095.545847,0.35378122329711914,128,138690,735310,3611213
1756894095.545847,0.35378122329711914,128,69785,743230,3611245
1756894095.545847,0.35378122329711914,128,474770,768620,3611277
1756894095.545847,0.35378122329711914,128,584615,773340,3611309
1756894095.5528266,0.3607609272003174,128,735290,781610,3611341
1756894095.5528266,0.3607609272003174,128,972590,802565,3611373
1756894095.5528266,0.3607609272003174,128,1094975,778630,3611405
1756894095.5528266,0.3607609272003174,128,1143910,768615,3611437
1756894095.5538764,0.36181068420410156,128,1219495,771765,3611469
1756894095.5539992,0.36193346977233887,128,1294385,772900,3611501
1756894095.5540533,0.3619875907897949,128,1353250,770645,3611533
1756894095.556819,0.36475324630737305,128,1391775,771640,3611565
1756894095.556819,0.36475324630737305,128,1393110,773205,3611597
1756894095.556819,0.36475324630737305,128,1376570,773950,3611629
1756894095.556819,0.36475324630737305,128,1335075,771030,3611661
1756894095.556819,0.36475324630737305,128,1259580,769945,3611693
1756894095.5638378,0.37177205085754395,128,1181335,757540,3611725
1756894095.5648184,0.37275266647338867,128,944360,728395,3611757
1756894095.5648184,0.37275266647338867,128,731725,729245,3611789
1756894095.5648184,0.37275266647338867,128,519215,726465,3611821
1756894095.5648184,0.37275266647338867,128,220865,734090,3611853
1756894095.5677898,0.37572407722473145,128,30665,736070,3611885
1756894095.5677898,0.37572407722473145,128,267950,759795,3611917
1756894095.5677898,0.37572407722473145,128,532765,767005,3611949
1756894095.5677898,0.37572407722473145,128,666955,781100,3611981
1756894095.5677898,0.37572407722473145,128,833675,791740,3612013
1756894095.568824,0.376758337020874,128,1080310,795905,3612045
1756894095.568824,0.376758337020874,128,1111725,771000,3612077
1756894095.5768077,0.38474202156066895,128,1183505,769155,3612109
1756894095.5768077,0.38474202156066895,128,1263795,771545,3612141
1756894095.5768077,0.38474202156066895,128,1328930,772040,3612173
1756894095.5768077,0.38474202156066895,128,1377225,770125,3612205
1756894095.5778456,0.38577985763549805,128,1400795,774265,3612237
1756894095.5778456,0.38577985763549805,128,1388065,772440,3612269
1756894095.5778456,0.38577985763549805,128,1358695,770990,3612301
1756894095.5778456,0.38577985763549805,128,1308405,771335,3612333
1756894095.5778456,0.38577985763549805,128,1260720,771540,3612365
1756894095.5778456,0.38577985763549805,128,1066805,737600,3612397
1756894095.5778456,0.38577985763549805,128,813355,723435,3612429
1756894095.583876,0.39181017875671387,128,627730,724495,3612461
1756894095.583876,0.39181017875671387,128,325950,731625,3612493
1756894095.583876,0.39181017875671387,128,63890,736075,3612525
1756894095.5848095,0.3927438259124756,128,16680,745560,3612557
1756894095.5848095,0.3927438259124756,128,468835,765340,3612589
1756894095.5848095,0.3927438259124756,128,591905,771940,3612621
1756894095.588778,0.3967123031616211,128,741240,779390,3612653
1756894095.588778,0.3967123031616211,128,984935,802830,3612685
1756894095.5898087,0.39774298667907715,128,1095650,774685,3612717
1756894095.5898087,0.39774298667907715,128,1148030,770700,3612749
1756894095.5898087,0.39774298667907715,128,1222600,770435,3612781
1756894095.5898087,0.39774298667907715,128,1296860,773140,3612813
1756894095.6260254,0.4339597225189209,128,1355200,770620,3612845
1756894095.6260254,0.4339597225189209,128,1392270,772300,3612877
1756894095.6260254,0.4339597225189209,128,1392170,771605,3612909
1756894095.6260254,0.4339597225189209,128,1375575,773075,3612941
1756894095.6260254,0.4339597225189209,128,1333800,771205,3612973
1756894095.6260254,0.4339597225189209,128,1304580,772120,3613005
1756894095.6260254,0.4339597225189209,128,1176540,754560,3613037
1756894095.6260254,0.4339597225189209,128,936510,727645,3613069
1756894095.6260254,0.4339597225189209,128,727075,729990,3613101
1756894095.6260254,0.4339597225189209,128,470935,724100,3613133
1756894095.6260254,0.4339597225189209,128,163975,732485,3613165
1756894095.6260254,0.4339597225189209,128,-14815,739900,3613197
1756894095.627026,0.43496036529541016,128,249350,761205,3613229
1756894095.627026,0.43496036529541016,128,535695,768445,3613261
1756894095.627026,0.43496036529541016,128,674375,781985,3613293
1756894095.627026,0.43496036529541016,128,844475,792700,3613325
1756894095.627026,0.43496036529541016,128,1080315,795145,3613357
1756894095.627026,0.43496036529541016,128,1110920,772425,3613389
1756894095.627026,0.43496036529541016,128,1181620,770725,3613421
1756894095.627026,0.43496036529541016,128,1261150,771970,3613453
1756894095.627026,0.43496036529541016,128,1324715,771135,3613485
1756894095.627026,0.43496036529541016,128,1373565,771690,3613517
1756894095.627026,0.43496036529541016,128,1395365,774105,3613549
1756894095.627026,0.43496036529541016,128,1381985,773125,3613581
1756894095.627026,0.43496036529541016,128,1351580,772490,3613613
1756894095.6280255,0.4359598159790039,128,1329770,771350,3613645
1756894095.6280255,0.4359598159790039,128,1251655,769475,3613677
1756894095.6280255,0.4359598159790039,128,1058135,739030,3613709
1756894095.6280255,0.4359598159790039,128,808560,725320,3613741
1756894095.6637952,0.4717295169830322,128,620500,723095,3613773
1756894095.6648235,0.47275781631469727,128,301025,731785,3613805
1756894095.6648235,0.47275781631469727,128,47950,736155,3613837
1756894095.6648235,0.47275781631469727,128,11965,747190,3613869
1756894095.6648235,0.47275781631469727,128,468545,765725,3613901
1756894095.6648235,0.47275781631469727,128,592490,775550,3613933
1756894095.6762197,0.48415398597717285,128,738580,781295,3613965
1756894095.6772318,0.485166072845459,128,984105,803855,3613997
1756894095.6772318,0.485166072845459,128,1090265,775760,3614029
1756894095.6772318,0.485166072845459,128,1144415,769375,3614061
1756894095.6772318,0.485166072845459,128,1220205,772130,3614093
1756894095.679828,0.4877622127532959,128,1292945,770205,3614125
1756894095.679828,0.4877622127532959,128,1352725,772065,3614157
1756894095.679828,0.4877622127532959,128,1388275,773095,3614189
1756894095.679828,0.4877622127532959,128,1386915,773605,3614221
1756894095.679828,0.4877622127532959,128,1369395,772195,3614253
1756894095.679828,0.4877622127532959,128,1349385,769685,3614285
1756894095.679828,0.4877622127532959,128,1299495,770915,3614317
1756894095.679828,0.4877622127532959,128,1170635,755695,3614349
